tarjeta,perfil,zona_residencia_origen,activa,fecha_baja,ultima_operacion,ultima_secuencia
TC-00016721,general,Zona 8,true,,INSERT,19398
TC-00016726,trabajador,Zona 6,true,,INSERT,5741
TC-00016730,adulto_mayor,San Miguel Petapa,true,,UPDATE,26059
TC-00016731,trabajador,San Miguel Petapa,true,,UPDATE,2383
TC-00016734,trabajador,Zona 13,true,,INSERT,6401
TC-00016742,estudiante,Villa Nueva,true,,UPDATE,26121
TC-00016744,adulto_mayor,Zona 8,true,,UPDATE,25134
TC-00016749,,,false,2026-07-13 01:01:00,DELETE,29623
TC-00016752,adulto_mayor,Zona 7,true,,UPDATE,4727
TC-00016755,estudiante,Zona 4,true,,UPDATE,24402
TC-00016756,general,Zona 6,true,,UPDATE,3112
TC-00016767,trabajador,Zona 13,true,,INSERT,29856
TC-00016769,adulto_mayor,Santa Catarina Pinula,true,,INSERT,12511
TC-00016773,adulto_mayor,Zona 7,true,,UPDATE,30774
TC-00016774,adulto_mayor,Zona 17,true,,UPDATE,28580
TC-00016775,estudiante,Zona 10,true,,UPDATE,260
TC-00016776,estudiante,Zona 12,true,,UPDATE,27877
TC-00016779,trabajador,Zona 11,true,,INSERT,13209
TC-00016780,trabajador,Zona 1,true,,INSERT,12646
TC-00016785,general,Zona 7,true,,INSERT,20048
TC-00016789,estudiante,Zona 17,true,,UPDATE,8802
TC-00016790,,,false,2026-06-01 11:51:00,DELETE,637
TC-00016794,estudiante,Zona 6,true,,INSERT,26257
TC-00016796,general,Zona 4,true,,UPDATE,2501
TC-00016798,estudiante,Zona 10,true,,UPDATE,30903
TC-00016800,trabajador,Zona 4,true,,INSERT,11859
TC-00016812,general,Zona 8,true,,INSERT,21569
TC-00016814,general,Villa Nueva,false,2026-06-03 01:43:00,DELETE,2021
TC-00016815,estudiante,Mixco,true,,UPDATE,3932
TC-00016816,estudiante,Zona 9,true,,UPDATE,21106
TC-00016817,general,Santa Catarina Pinula,true,,INSERT,13866
TC-00016819,,,false,2026-06-16 22:48:00,DELETE,10961
TC-00016821,general,Zona 18,false,2026-06-25 06:31:00,DELETE,17243
TC-00016824,estudiante,San Miguel Petapa,true,,UPDATE,7475
TC-00016829,estudiante,Zona 6,true,,UPDATE,1136
TC-00016831,trabajador,Zona 1,true,,INSERT,7135
TC-00016834,estudiante,Zona 18,true,,UPDATE,24406
TC-00016840,trabajador,Zona 12,true,,UPDATE,4519
TC-00016844,general,Zona 13,true,,UPDATE,21031
TC-00016847,trabajador,Santa Catarina Pinula,true,,INSERT,27738
TC-00016849,general,Zona 4,true,,INSERT,7662
TC-00016850,adulto_mayor,Zona 17,true,,UPDATE,8682
TC-00016852,,,false,2026-06-09 19:44:00,DELETE,6202
TC-00016856,trabajador,San Miguel Petapa,true,,UPDATE,18394
TC-00016860,,,false,2026-06-29 21:51:00,DELETE,19963
TC-00016862,adulto_mayor,Zona 7,true,,INSERT,11230
TC-00016864,trabajador,Villa Nueva,true,,INSERT,2946
TC-00016865,adulto_mayor,Zona 18,true,,UPDATE,8577
TC-00016866,general,Zona 9,true,,UPDATE,15550
TC-00016867,adulto_mayor,Zona 11,true,,UPDATE,5379
TC-00016868,adulto_mayor,Zona 1,true,,UPDATE,19639
TC-00016869,trabajador,Mixco,true,,INSERT,30538
TC-00016880,adulto_mayor,Mixco,true,,UPDATE,21132
TC-00016883,general,Zona 9,true,,UPDATE,8752
TC-00016886,estudiante,Zona 1,true,,UPDATE,1878
TC-00016888,trabajador,Zona 18,false,2026-06-19 18:58:00,DELETE,13046
TC-00016890,trabajador,Zona 9,true,,UPDATE,4468
TC-00016892,trabajador,Zona 9,true,,INSERT,11779
TC-00016898,general,Mixco,true,,UPDATE,10851
TC-00016900,general,Zona 13,true,,UPDATE,30915
TC-00016901,estudiante,Mixco,false,2026-06-25 17:25:00,DELETE,17200
TC-00016902,trabajador,Zona 13,true,,INSERT,10363
TC-00016909,general,Santa Catarina Pinula,true,,INSERT,29762
TC-00016916,trabajador,Villa Nueva,true,,INSERT,29906
TC-00016918,adulto_mayor,Zona 11,true,,UPDATE,12221
TC-00016924,estudiante,Santa Catarina Pinula,true,,UPDATE,24712
TC-00016934,trabajador,San Miguel Petapa,true,,INSERT,19559
TC-00016938,trabajador,Villa Nueva,true,,UPDATE,1112
TC-00016940,estudiante,Zona 10,false,2026-06-12 03:08:00,DELETE,8251
TC-00016946,general,San Miguel Petapa,true,,UPDATE,14289
TC-00016951,general,Zona 8,true,,INSERT,27091
TC-00016952,trabajador,Zona 10,true,,INSERT,20811
TC-00016954,trabajador,Zona 7,true,,INSERT,20088
TC-00016955,general,Villa Nueva,true,,INSERT,30362
TC-00016956,estudiante,Zona 7,true,,UPDATE,19055
TC-00016957,trabajador,Mixco,false,2026-07-09 11:01:00,DELETE,26855
TC-00016969,estudiante,Zona 12,true,,UPDATE,27406
TC-00016970,general,Zona 1,true,,UPDATE,12247
TC-00016975,trabajador,Zona 18,true,,UPDATE,22600
TC-00016977,trabajador,Zona 8,true,,INSERT,24925
TC-00016978,general,Zona 4,true,,UPDATE,14231
TC-00016979,trabajador,Zona 8,true,,INSERT,23631
TC-00016980,general,Zona 6,true,,UPDATE,13697
TC-00016981,adulto_mayor,Zona 4,true,,UPDATE,17730
TC-00016991,trabajador,Zona 9,true,,INSERT,21427
TC-00016993,trabajador,Zona 8,true,,INSERT,15938
TC-00017004,general,San Miguel Petapa,true,,UPDATE,17574
TC-00017009,estudiante,Zona 4,true,,UPDATE,9323
TC-00017011,estudiante,Zona 17,true,,INSERT,18839
TC-00017012,trabajador,Santa Catarina Pinula,true,,INSERT,13816
TC-00017016,adulto_mayor,Zona 8,true,,UPDATE,14264
TC-00017017,adulto_mayor,Zona 18,false,2026-07-01 22:12:00,DELETE,21347
TC-00017019,estudiante,Zona 4,true,,UPDATE,6809
TC-00017020,trabajador,Mixco,true,,UPDATE,15571
TC-00017024,estudiante,Zona 18,true,,INSERT,29759
TC-00017025,general,Villa Nueva,true,,INSERT,22891
TC-00017027,estudiante,Zona 18,true,,INSERT,9151
TC-00017029,adulto_mayor,Zona 6,true,,INSERT,27115
TC-00017033,trabajador,Zona 4,true,,INSERT,21430
TC-00017034,trabajador,Zona 18,true,,UPDATE,30938
TC-00017039,estudiante,Santa Catarina Pinula,true,,INSERT,29746
TC-00017040,estudiante,Zona 4,true,,INSERT,6407
TC-00017046,trabajador,Zona 7,true,,INSERT,22817
TC-00017056,trabajador,Zona 11,true,,UPDATE,25229
TC-00017057,general,Villa Nueva,true,,UPDATE,23984
TC-00017059,general,Mixco,true,,UPDATE,18521
TC-00017066,general,Zona 13,true,,UPDATE,20500
TC-00017067,trabajador,Zona 10,true,,INSERT,21439
TC-00017075,adulto_mayor,Zona 18,true,,INSERT,24314
TC-00017080,general,Zona 18,true,,INSERT,26350
TC-00017082,trabajador,San Miguel Petapa,true,,UPDATE,8079
TC-00017090,trabajador,Zona 18,true,,INSERT,29072
TC-00017091,,,false,2026-06-17 20:18:00,DELETE,11652
TC-00017094,general,Zona 9,false,2026-07-14 13:50:00,DELETE,30276
TC-00017096,trabajador,Zona 17,true,,INSERT,4229
TC-00017099,trabajador,Zona 6,false,2026-07-07 06:06:00,DELETE,25473
TC-00017112,general,Zona 4,true,,INSERT,14022
TC-00017121,adulto_mayor,San Miguel Petapa,true,,UPDATE,14793
TC-00017124,,,false,2026-06-18 20:30:00,DELETE,12383
TC-00017125,adulto_mayor,Villa Nueva,true,,UPDATE,16257
TC-00017129,trabajador,Zona 7,true,,INSERT,2837
TC-00017132,trabajador,Zona 4,true,,INSERT,28493
TC-00017134,trabajador,Zona 6,true,,INSERT,9054
TC-00017137,trabajador,Zona 17,true,,UPDATE,10250
TC-00017138,trabajador,Santa Catarina Pinula,true,,UPDATE,9287
TC-00017142,adulto_mayor,San Miguel Petapa,true,,INSERT,15936
TC-00017143,estudiante,Zona 12,true,,INSERT,22952
TC-00017147,trabajador,Zona 13,false,2026-07-11 09:31:00,DELETE,28215
TC-00017154,trabajador,Zona 12,true,,UPDATE,3889
TC-00017158,general,Santa Catarina Pinula,true,,INSERT,14519
TC-00017159,trabajador,Zona 10,true,,INSERT,29180
TC-00017160,estudiante,Zona 9,true,,UPDATE,24436
TC-00017166,trabajador,Mixco,true,,INSERT,23629
TC-00017170,general,Zona 9,true,,UPDATE,17131
TC-00017172,estudiante,Zona 6,true,,UPDATE,19657
TC-00017173,estudiante,Zona 13,false,2026-06-12 21:48:00,DELETE,8280
TC-00017174,trabajador,Zona 6,true,,INSERT,18068
TC-00017177,trabajador,San Miguel Petapa,true,,UPDATE,2645
TC-00017182,,,false,2026-07-07 06:45:00,DELETE,25470
TC-00017190,general,San Miguel Petapa,true,,UPDATE,6502
TC-00017192,trabajador,Zona 1,true,,UPDATE,26475
TC-00017199,trabajador,Zona 17,true,,UPDATE,28756
TC-00017200,trabajador,Mixco,true,,UPDATE,20580
TC-00017202,trabajador,Mixco,true,,INSERT,30568
TC-00017206,estudiante,Santa Catarina Pinula,true,,UPDATE,14152
TC-00017207,estudiante,Zona 9,true,,INSERT,4348
TC-00017208,general,Zona 12,false,2026-06-10 12:39:00,DELETE,6831
TC-00017213,estudiante,Zona 4,true,,INSERT,8370
TC-00017216,general,Zona 7,true,,INSERT,22295
TC-00017218,,,false,2026-06-19 01:54:00,DELETE,13083
TC-00017219,general,Zona 11,true,,UPDATE,20448
TC-00017224,estudiante,Zona 9,true,,UPDATE,445
TC-00017228,adulto_mayor,Zona 13,true,,INSERT,18089
TC-00017235,trabajador,Zona 17,true,,INSERT,21539
TC-00017242,general,Zona 13,true,,UPDATE,22512
TC-00017247,estudiante,Mixco,true,,INSERT,29209
TC-00017248,general,Zona 6,true,,INSERT,20872
TC-00017253,trabajador,Mixco,true,,INSERT,29818
TC-00017254,adulto_mayor,Zona 8,true,,UPDATE,12139
TC-00017260,trabajador,Zona 9,true,,UPDATE,20332
TC-00017261,general,San Miguel Petapa,true,,UPDATE,1621
TC-00017262,,,false,2026-06-06 05:57:00,DELETE,4125
TC-00017266,general,Zona 9,true,,INSERT,8438
TC-00017276,adulto_mayor,Zona 8,true,,INSERT,13884
TC-00017280,estudiante,Zona 1,true,,UPDATE,5969
TC-00017282,trabajador,Mixco,true,,UPDATE,5322
TC-00017283,estudiante,Zona 12,true,,INSERT,2864
TC-00017284,adulto_mayor,Mixco,true,,INSERT,23594
TC-00017292,general,Zona 4,true,,UPDATE,12149
TC-00017294,trabajador,Zona 4,true,,INSERT,3613
TC-00017297,trabajador,Zona 11,true,,INSERT,7087
TC-00017300,trabajador,Zona 13,true,,INSERT,18771
TC-00017306,trabajador,Zona 13,true,,INSERT,25654
TC-00017313,trabajador,Zona 9,true,,INSERT,7650
TC-00017320,adulto_mayor,Zona 6,true,,INSERT,30544
TC-00017321,adulto_mayor,Zona 8,true,,UPDATE,28651
TC-00017323,estudiante,Zona 18,true,,UPDATE,7178
TC-00017328,adulto_mayor,San Miguel Petapa,true,,UPDATE,4587
TC-00017340,,,false,2026-06-25 19:15:00,DELETE,17250
TC-00017342,estudiante,Villa Nueva,true,,UPDATE,2477
TC-00017345,general,Zona 11,false,2026-06-16 01:20:00,DELETE,11023
TC-00017346,estudiante,Zona 6,true,,UPDATE,23842
TC-00017348,adulto_mayor,Zona 8,true,,UPDATE,22511
TC-00017350,trabajador,Zona 11,true,,INSERT,25613
TC-00017352,adulto_mayor,Zona 8,true,,UPDATE,2550
TC-00017355,estudiante,Zona 8,true,,UPDATE,21147
TC-00017358,trabajador,Zona 7,true,,INSERT,2160
TC-00017361,general,Mixco,true,,INSERT,4152
TC-00017369,,,false,2026-07-01 03:17:00,DELETE,21316
TC-00017371,trabajador,Zona 6,true,,UPDATE,28023
TC-00017372,,,false,2026-06-18 01:34:00,DELETE,12367
TC-00017373,trabajador,San Miguel Petapa,true,,INSERT,15282
TC-00017375,general,Santa Catarina Pinula,true,,INSERT,24210
TC-00017377,estudiante,Zona 18,true,,INSERT,10486
TC-00017381,estudiante,Zona 7,true,,UPDATE,312
TC-00017384,general,Zona 1,true,,INSERT,4158
TC-00017391,adulto_mayor,Zona 11,true,,INSERT,18782
TC-00017392,,,false,2026-06-06 02:33:00,DELETE,4071
TC-00017394,trabajador,Zona 12,true,,UPDATE,25149
TC-00017395,estudiante,Zona 6,true,,UPDATE,18257
TC-00017396,estudiante,Zona 11,true,,UPDATE,25376
TC-00017397,estudiante,Zona 17,true,,INSERT,2211
TC-00017400,adulto_mayor,Zona 11,true,,UPDATE,18888
TC-00017406,estudiante,Zona 9,true,,UPDATE,20402
TC-00017407,trabajador,Zona 10,true,,INSERT,3468
TC-00017411,trabajador,Zona 4,true,,INSERT,103
TC-00017414,estudiante,Zona 9,true,,UPDATE,30940
TC-00017416,general,Zona 10,true,,INSERT,43
TC-00017418,general,Zona 10,true,,UPDATE,991
TC-00017429,trabajador,Zona 13,true,,INSERT,20085
TC-00017431,general,Zona 6,true,,UPDATE,14756
TC-00017432,,,false,2026-06-02 15:31:00,DELETE,1378
TC-00017438,trabajador,Zona 8,true,,INSERT,171
TC-00017439,trabajador,Zona 7,true,,UPDATE,281
TC-00017441,adulto_mayor,Zona 18,true,,INSERT,15876
TC-00017444,trabajador,Zona 11,true,,INSERT,28432
TC-00017446,trabajador,Zona 9,true,,INSERT,13126
TC-00017453,trabajador,San Miguel Petapa,true,,INSERT,30401
TC-00017458,adulto_mayor,Zona 9,true,,UPDATE,3170
TC-00017466,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,26120
TC-00017472,trabajador,Zona 12,true,,UPDATE,30865
TC-00017473,estudiante,Mixco,true,,UPDATE,4045
TC-00017475,trabajador,Zona 12,false,2026-07-11 02:59:00,DELETE,28282
TC-00017476,general,Zona 8,true,,UPDATE,305
TC-00017482,general,Zona 12,true,,INSERT,24968
TC-00017488,general,Villa Nueva,true,,INSERT,26237
TC-00017489,general,Santa Catarina Pinula,true,,UPDATE,11368
TC-00017493,estudiante,Villa Nueva,true,,INSERT,17302
TC-00017495,trabajador,Zona 11,true,,UPDATE,3896
TC-00017496,,,false,2026-06-23 20:31:00,DELETE,15850
TC-00017497,general,San Miguel Petapa,true,,INSERT,12575
TC-00017502,,,false,2026-07-09 04:52:00,DELETE,26831
TC-00017503,,,false,2026-07-01 10:33:00,DELETE,21303
TC-00017504,adulto_mayor,Zona 7,true,,UPDATE,30145
TC-00017509,trabajador,Zona 9,true,,UPDATE,10622
TC-00017511,estudiante,Zona 12,true,,INSERT,7049
TC-00017514,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,2516
TC-00017515,estudiante,Zona 10,true,,INSERT,2309
TC-00017524,estudiante,Zona 12,true,,UPDATE,11351
TC-00017528,trabajador,Zona 13,true,,UPDATE,24653
TC-00017529,general,Zona 17,true,,UPDATE,4517
TC-00017531,adulto_mayor,Mixco,true,,UPDATE,3840
TC-00017533,general,Zona 8,true,,UPDATE,14280
TC-00017534,trabajador,Santa Catarina Pinula,true,,INSERT,19446
TC-00017536,estudiante,Zona 17,true,,UPDATE,27424
TC-00017540,estudiante,Zona 11,true,,UPDATE,21799
TC-00017542,trabajador,Santa Catarina Pinula,true,,INSERT,18658
TC-00017543,trabajador,San Miguel Petapa,true,,INSERT,30597
TC-00017545,trabajador,Zona 11,true,,UPDATE,22624
TC-00017547,trabajador,San Miguel Petapa,true,,UPDATE,23926
TC-00017549,trabajador,Zona 17,true,,UPDATE,22584
TC-00017553,trabajador,Villa Nueva,true,,INSERT,13919
TC-00017554,adulto_mayor,Zona 10,true,,UPDATE,18529
TC-00017557,estudiante,Zona 11,true,,UPDATE,3156
TC-00017561,,,false,2026-06-10 20:45:00,DELETE,6862
TC-00017573,adulto_mayor,Zona 1,true,,UPDATE,13621
TC-00017581,estudiante,Zona 12,true,,INSERT,23602
TC-00017582,estudiante,Zona 13,true,,INSERT,24222
TC-00017588,trabajador,Zona 18,true,,INSERT,13300
TC-00017589,general,Zona 8,true,,UPDATE,27413
TC-00017591,estudiante,Zona 11,true,,INSERT,26437
TC-00017599,estudiante,Zona 4,true,,UPDATE,19871
TC-00017600,trabajador,Zona 8,true,,UPDATE,1280
TC-00017602,adulto_mayor,Zona 1,true,,UPDATE,14324
TC-00017603,adulto_mayor,Villa Nueva,true,,UPDATE,30143
TC-00017608,general,Mixco,true,,INSERT,20886
TC-00017612,trabajador,Zona 18,false,2026-06-04 11:28:00,DELETE,2704
TC-00017615,general,Zona 8,true,,UPDATE,2407
TC-00017619,trabajador,Zona 1,true,,INSERT,27753
TC-00017621,adulto_mayor,San Miguel Petapa,true,,INSERT,22186
TC-00017625,trabajador,Zona 9,true,,INSERT,20785
TC-00017630,general,Zona 9,true,,UPDATE,24567
TC-00017636,adulto_mayor,Zona 9,true,,UPDATE,20564
TC-00017640,,,false,2026-06-28 20:42:00,DELETE,19312
TC-00017641,estudiante,Zona 18,true,,UPDATE,26102
TC-00017643,general,Mixco,true,,UPDATE,25127
TC-00017648,estudiante,Zona 4,true,,UPDATE,30103
TC-00017649,estudiante,Zona 12,true,,UPDATE,24430
TC-00017650,trabajador,Zona 17,true,,INSERT,20150
TC-00017651,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,5805
TC-00017652,trabajador,Mixco,true,,INSERT,16800
TC-00017658,trabajador,Zona 13,true,,INSERT,22121
TC-00017666,general,Zona 1,true,,INSERT,29147
TC-00017669,trabajador,Mixco,true,,INSERT,4300
TC-00017670,trabajador,Zona 11,true,,UPDATE,25102
TC-00017673,general,Mixco,false,2026-06-19 20:47:00,DELETE,13100
TC-00017674,adulto_mayor,Zona 10,true,,UPDATE,27196
TC-00017675,general,Mixco,true,,UPDATE,3188
TC-00017677,general,Zona 9,false,2026-06-18 22:18:00,DELETE,12333
TC-00017683,adulto_mayor,Zona 6,true,,UPDATE,10892
TC-00017691,adulto_mayor,Zona 4,true,,UPDATE,11310
TC-00017697,trabajador,Mixco,true,,UPDATE,20366
TC-00017701,trabajador,Zona 8,true,,INSERT,15238
TC-00017703,estudiante,Zona 4,true,,INSERT,3464
TC-00017705,adulto_mayor,San Miguel Petapa,true,,UPDATE,16928
TC-00017706,trabajador,Mixco,true,,UPDATE,13680
TC-00017711,trabajador,Zona 7,false,2026-07-15 06:43:00,DELETE,30982
TC-00017713,trabajador,Zona 11,true,,UPDATE,27939
TC-00017717,,,false,2026-07-04 21:02:00,DELETE,23457
TC-00017719,estudiante,Zona 8,true,,UPDATE,21086
TC-00017721,trabajador,Zona 17,true,,UPDATE,24536
TC-00017727,trabajador,Zona 8,true,,UPDATE,3329
TC-00017733,trabajador,Zona 10,true,,UPDATE,10210
TC-00017735,estudiante,San Miguel Petapa,true,,UPDATE,24557
TC-00017736,adulto_mayor,Zona 7,true,,INSERT,5722
TC-00017739,general,Villa Nueva,false,2026-06-21 22:06:00,DELETE,14458
TC-00017744,adulto_mayor,Zona 9,true,,UPDATE,9343
TC-00017745,adulto_mayor,Zona 18,true,,UPDATE,11608
TC-00017747,trabajador,Zona 7,true,,UPDATE,16325
TC-00017750,general,Mixco,true,,UPDATE,23335
TC-00017751,estudiante,Zona 11,true,,UPDATE,29495
TC-00017753,general,Villa Nueva,true,,UPDATE,15492
TC-00017758,estudiante,Zona 9,true,,UPDATE,19742
TC-00017762,trabajador,Zona 7,true,,INSERT,2988
TC-00017767,,,false,2026-07-13 19:54:00,DELETE,29648
TC-00017768,general,Zona 17,true,,UPDATE,20421
TC-00017770,estudiante,Zona 1,true,,UPDATE,17064
TC-00017771,general,Zona 6,true,,UPDATE,12825
TC-00017774,trabajador,Zona 10,true,,INSERT,22205
TC-00017776,estudiante,Zona 8,true,,UPDATE,6112
TC-00017786,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,12119
TC-00017792,adulto_mayor,Zona 11,true,,UPDATE,19575
TC-00017793,adulto_mayor,Zona 8,true,,UPDATE,3021
TC-00017794,estudiante,Zona 7,true,,INSERT,16082
TC-00017797,general,Zona 7,true,,UPDATE,17827
TC-00017799,trabajador,San Miguel Petapa,true,,INSERT,16631
TC-00017800,general,Zona 4,true,,INSERT,26952
TC-00017803,estudiante,Zona 7,true,,UPDATE,22430
TC-00017804,estudiante,Zona 6,true,,INSERT,24275
TC-00017806,,,false,2026-07-09 10:19:00,DELETE,26869
TC-00017809,trabajador,Zona 10,true,,UPDATE,6677
TC-00017810,trabajador,Mixco,true,,INSERT,10513
TC-00017811,trabajador,Zona 7,false,2026-07-03 06:34:00,DELETE,22731
TC-00017812,general,Zona 1,true,,UPDATE,22334
TC-00017813,adulto_mayor,Zona 18,true,,UPDATE,12261
TC-00017815,estudiante,Zona 11,true,,INSERT,28314
TC-00017816,general,Zona 7,true,,INSERT,27716
TC-00017817,general,San Miguel Petapa,true,,UPDATE,25898
TC-00017818,trabajador,Zona 9,true,,UPDATE,17837
TC-00017820,trabajador,Zona 17,true,,INSERT,23612
TC-00017821,,,false,2026-06-18 12:59:00,DELETE,12413
TC-00017825,trabajador,Zona 4,true,,INSERT,3547
TC-00017828,adulto_mayor,Zona 6,true,,INSERT,22887
TC-00017830,adulto_mayor,Villa Nueva,true,,UPDATE,28768
TC-00017834,adulto_mayor,Zona 9,true,,UPDATE,26790
TC-00017839,estudiante,Zona 17,true,,UPDATE,21828
TC-00017842,trabajador,Zona 8,true,,INSERT,24889
TC-00017846,trabajador,Zona 12,true,,INSERT,13350
TC-00017853,general,Zona 4,true,,INSERT,21488
TC-00017857,adulto_mayor,Zona 7,true,,UPDATE,1047
TC-00017860,trabajador,Mixco,false,2026-07-08 19:11:00,DELETE,26152
TC-00017866,general,Zona 12,true,,INSERT,1460
TC-00017868,,,false,2026-06-02 14:17:00,DELETE,1375
TC-00017869,trabajador,Zona 4,true,,INSERT,26278
TC-00017871,general,Zona 9,true,,UPDATE,29478
TC-00017873,adulto_mayor,Zona 17,true,,UPDATE,29241
TC-00017874,trabajador,San Miguel Petapa,true,,INSERT,20122
TC-00017875,trabajador,San Miguel Petapa,true,,UPDATE,23027
TC-00017876,trabajador,Zona 10,true,,UPDATE,9357
TC-00017881,general,Villa Nueva,true,,UPDATE,14957
TC-00017884,trabajador,Zona 6,true,,UPDATE,6741
TC-00017886,trabajador,Zona 13,true,,UPDATE,5228
TC-00017887,trabajador,Zona 6,true,,INSERT,16070
TC-00017888,trabajador,Zona 10,true,,INSERT,20784
TC-00017889,adulto_mayor,Zona 18,true,,UPDATE,29306
TC-00017890,trabajador,Mixco,true,,UPDATE,25968
TC-00017894,trabajador,Zona 10,true,,INSERT,16616
TC-00017904,estudiante,Zona 6,true,,UPDATE,14769
TC-00017906,estudiante,San Miguel Petapa,true,,UPDATE,23308
TC-00017913,estudiante,Zona 11,true,,UPDATE,16202
TC-00017914,,,false,2026-06-14 02:25:00,DELETE,9601
TC-00017916,estudiante,Zona 10,true,,UPDATE,29325
TC-00017922,general,Zona 1,true,,INSERT,13202
TC-00017928,trabajador,San Miguel Petapa,true,,INSERT,29799
TC-00017938,trabajador,Zona 9,true,,UPDATE,5141
TC-00017942,adulto_mayor,Zona 9,true,,UPDATE,19561
TC-00017946,trabajador,Zona 9,true,,INSERT,25604
TC-00017950,estudiante,Villa Nueva,true,,UPDATE,18192
TC-00017958,estudiante,Villa Nueva,true,,INSERT,18026
TC-00017963,general,Zona 9,true,,UPDATE,25262
TC-00017965,general,Zona 1,true,,UPDATE,568
TC-00017966,general,Zona 13,true,,UPDATE,27222
TC-00017968,adulto_mayor,Zona 9,true,,UPDATE,10074
TC-00017975,trabajador,Zona 10,true,,UPDATE,21633
TC-00017978,estudiante,Zona 10,true,,INSERT,4327
TC-00017980,adulto_mayor,Zona 18,true,,INSERT,10519
TC-00017982,trabajador,San Miguel Petapa,true,,INSERT,20720
TC-00017984,estudiante,Zona 18,true,,UPDATE,9997
TC-00017987,,,false,2026-07-15 11:03:00,DELETE,31038
TC-00017990,estudiante,Zona 4,true,,UPDATE,7447
TC-00017992,adulto_mayor,Zona 1,true,,UPDATE,2637
TC-00017993,adulto_mayor,Zona 6,true,,UPDATE,380
TC-00017998,estudiante,Santa Catarina Pinula,true,,INSERT,23005
TC-00017999,trabajador,Mixco,true,,INSERT,11168
TC-00018002,trabajador,Zona 13,true,,UPDATE,11594
TC-00018004,adulto_mayor,Mixco,true,,UPDATE,29987
TC-00018009,estudiante,Zona 13,false,2026-06-28 22:48:00,DELETE,19236
TC-00018013,general,Zona 12,true,,UPDATE,12034
TC-00018014,general,Mixco,true,,UPDATE,358
TC-00018019,estudiante,Zona 7,false,2026-06-12 15:57:00,DELETE,8244
TC-00018020,estudiante,Zona 13,true,,INSERT,13119
TC-00018024,estudiante,Zona 10,true,,UPDATE,28819
TC-00018025,trabajador,Zona 9,true,,UPDATE,3145
TC-00018027,general,Zona 12,true,,UPDATE,24494
TC-00018031,adulto_mayor,Santa Catarina Pinula,false,2026-06-14 09:17:00,DELETE,9643
TC-00018034,adulto_mayor,Zona 6,false,2026-07-11 20:49:00,DELETE,28231
TC-00018039,estudiante,Zona 1,true,,UPDATE,10083
TC-00018045,trabajador,Zona 4,true,,INSERT,13249
TC-00018049,,,false,2026-06-29 02:33:00,DELETE,19961
TC-00018052,,,false,2026-07-05 23:09:00,DELETE,24087
TC-00018053,estudiante,Zona 18,true,,INSERT,20074
TC-00018057,trabajador,San Miguel Petapa,true,,UPDATE,15495
TC-00018059,trabajador,Zona 4,true,,INSERT,17349
TC-00018062,general,Zona 10,true,,UPDATE,7995
TC-00018066,adulto_mayor,Santa Catarina Pinula,true,,UPDATE,29470
TC-00018067,estudiante,Zona 13,true,,UPDATE,16940
TC-00018069,adulto_mayor,Zona 7,true,,UPDATE,5844
TC-00018074,trabajador,Zona 13,true,,INSERT,21531
TC-00018075,estudiante,Zona 8,true,,INSERT,26270
